TraitVal 1,TraitVal 2,TraitVal 3,TraitVal 4,TraitVal 5,TraitVal 6,TraitVal 7,TraitVal 8,TraitVal 9,TraitVal 10,TraitVal 11,TraitVal 12,TraitVal 13,TraitVal 14,TraitVal 15,TraitVal 16,TraitVal 17,TraitVal 18,TraitVal 19,TraitVal 20,TraitVal 21,TraitVal 22,TraitVal 23,TraitVal 24,TraitVal 25
9.445601506625,9.345595887625,10.85460260225,9.361499409375,9.790430695625,18.9405031475,19.6151244375,9.308059461625,12.703072975,15.70310472,9.368553982625,9.6218088925,13.2399984425,9.25284111775,15.5980312975,15.3542589075,17.77283514,16.5796656975,18.7746135425,14.960083795,9.130073679625,18.501460035,9.513150600875,9.36060222175,20.19811586375
8.43173423675,8.536819757,7.9111152705,8.321297549,13.24714277475,15.40970965975,8.536819757,7.9111152705,13.24714277475,8.43173423675,13.18238085475,10.33199101225,13.24714277475,7.9111152705,10.69829581725,7.9111152705,15.05705111225,15.05705111225,13.24714277475,8.8666935465,8.43173423675,13.24714277475,8.536819757,8.55272327875,13.18238085475
9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765,9.157918765
12.50402814275,16.15579963875,14.8441833175,14.41438725875,12.381260704625,14.7322973175,12.84580915,12.4364790485,12.53266445575,14.414394535,15.92546676,12.381260704625,12.53266445575,14.8118023575,14.8441833175,13.50110113,14.8441833175,14.66913755125,12.381260704625,12.70839617725,13.50110113,12.782239211875,12.50402814275,12.176169565375,16.15579963875
23.7872042833333,7.23093571533333,13.12842839,9.90794823266667,26.7569760233333,9.015861405,21.3739931666667,23.7872042833333,26.2867646266667,11.347297849,8.63332276433333,23.87355351,24.25741568,7.925094337,18.8308261333333,10.5738951356667,8.96070259933333,14.4803272833333,24.04540224,9.99394938933333,17.6878944466667,18.36965696,26.7569760233333,24.87163669,8.65213495966667
23.62976898,14.206941295,19.30463521,9.915796218,10.058559763,19.17511137,9.944014511,23.62976898,9.4529447585,9.673818134,19.17511137,19.30463521,8.6325802015,9.8839891745,22.924451885,10.058559763,19.17511137,9.944014511,19.17511137,8.6325802015,19.30463521,17.079545055,9.944014511,9.8839891745,19.30463521
14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747,14.07955747
23.3233367,9.441647295,19.479748025,18.4938509275,13.8344204225,17.413706695,9.74445479725,19.573996185,24.136661005,21.5134283625,9.441647295,10.0673517815,23.6759952475,10.31288665775,24.136661005,12.8441151175,21.4486664425,24.136661005,21.2896563625,9.657169503,9.8518295735,24.028653795,19.703520025,21.4486664425,24.028653795
25.359325365,12.350669698,12.108691614,25.359325365,26.985973975,21.73950869,12.3188626545,21.73950869,25.359325365,21.60998485,12.378887991,21.73950869,25.359325365,12.108691614,12.108691614,12.493433243,26.06464246,12.3188626545,11.0674536815,12.3188626545,21.73950869,20.50100793,15.431653545,26.985973975,18.28519463
16.9548908045,20.5747074795,21.2800245745,6.282835796,11.3528748745,7.7088153575,6.282835796,22.2013560895,7.3240737285,11.3102457745,22.2013560895,16.8253669645,20.5747074795,22.2013560895,7.534244769,8.0021496915,16.9548908045,7.103200353,16.5073468045,6.282835796,21.2800245745,21.2800245745,16.8253669645,16.5073468045,16.8253669645
6.867588663,6.70892159625,6.2619736585,6.78030336875,17.0886389625,20.8994636375,9.74060522,10.0077460925,17.3043220675,9.005856675,5.85179138,6.58793255425,7.945885456,5.96222806775,11.10948566,6.91780634375,6.724825118,20.54680509,20.54680509,9.202061505,6.4774958665,10.0014390675,6.6930180745,9.9417157875,20.54680509
19.999911475,10.2777448635,24.454569085,23.74925199,10.7087892795,10.2777448635,23.74925199,10.2777448635,24.454569085,20.129435315,10.768814616,10.740596323,25.3759006,23.74925199,10.883359868,19.999911475,9.4573803065,9.4573803065,10.498618239,10.740596323,25.3759006,19.999911475,25.3759006,10.7087892795,10.7087892795
13.974028916,14.025838452,10.1735116216,14.025838452,14.025838452,13.530438148,15.473765122,9.7570164486,9.7570164486,13.974028916,15.473765122,15.473765122,10.0851622714,14.025838452,15.473765122,10.2575800378,10.2815901724,13.974028916,10.1735116216,15.75589196,15.473765122,10.2575800378,10.0851622714,13.974028916,16.124424566
21.7935717165,8.7849160495,18.1737550415,7.501700033,18.0442312015,8.32206459,18.0442312015,8.32206459,16.1414250565,21.7935717165,23.4202203265,8.7849160495,7.501700033,22.4988888115,7.501700033,13.5377268915,8.7849160495,7.501700033,8.5429379655,11.8658998965,22.4988888115,8.5429379655,11.8658998965,12.5717391115,8.9276795945
26.352187382,16.41263569,16.609063591,26.070060544,16.5009850402,20.509864602,24.622133874,17.0142714468,16.829130863,17.0015486294,16.9131992792,28.168646658,24.570324338,17.0015486294,28.450773496,20.34947839,26.070060544,16.5850534564,28.450773496,16.9131992792,28.450773496,16.41263569,26.300377846,16.9131992792,18.505634972
25.510602206,26.94123076,16.914403108,18.4968817284,27.29246525,25.185272484,23.354528013,16.7685112908,26.984433644,25.326335903,26.967135528,27.010338412,25.326335903,18.1458036885,27.335668134,25.916633462,28.059631469,25.211177252,27.151401831,25.185272484,22.399649939,20.1444070387,27.335668134,17.591002459,17.0235210416
