TraitVal 1,TraitVal 2,TraitVal 3,TraitVal 4,TraitVal 5,TraitVal 6,TraitVal 7,TraitVal 8,TraitVal 9,TraitVal 10,TraitVal 11,TraitVal 12,TraitVal 13,TraitVal 14,TraitVal 15,TraitVal 16,TraitVal 17,TraitVal 18,TraitVal 19,TraitVal 20,TraitVal 21,TraitVal 22,TraitVal 23,TraitVal 24,TraitVal 25
18.35749564025,14.16719946775,18.52258880275,18.501590364,6.5647739635,6.95714617875,16.368221599,13.81087876275,6.650460248375,6.504307926,8.779294313875,17.565491569,10.9938634615,7.515956882875,6.607860241375,18.469201699,17.90706812025,17.601167669,11.106808918875,16.22529424025,6.5326473165,7.00839217675,12.31334119275,11.09696144775,15.968739014
5.6570939585,5.875117398,23.51858090925,25.18658280675,12.35167832175,23.34287584925,8.308281685,22.07754111425,22.61772586925,24.24373088925,16.09304901175,21.42868138175,22.29411441425,5.7651002545,23.34287584925,22.94791219425,9.72542343775,7.6148371175,6.98483129175,19.54937638675,23.89076411175,14.29418616425,9.83632687625,5.687710096,9.37180383925
6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666,6.184629666
10.107720928625,13.886883788875,14.221951777625,14.221951777625,16.975613687625,10.268055209375,10.305935544,10.925698243,16.109224073875,10.145833446125,11.535552106375,10.202007141375,15.638230460125,14.353134815125,10.135477757375,11.717426362625,13.478903807625,12.964281258875,16.306705901375,10.151368387875,11.083338901625,16.415556870125,16.109224073875,13.425588720125,10.173590274875
16.7285999233333,9.30890754833333,10.6331406966667,11.35153514,8.07761702633333,15.0872114366667,16.7285999233333,15.0872114366667,8.07761702633333,16.7285999233333,14.6557294966667,15.4714640333333,8.119992041,10.5334895533333,16.28835149,11.9048350166667,11.35153514,11.4193814733333,8.118438543,14.6557294966667,13.6828178266667,8.118438543,8.07761702633333,13.4845200066667,15.4714640333333
17.821486025,11.2572405865,19.304032535,21.70806968,21.70806968,22.284448575,18.7469098,21.70806968,11.2572405865,24.17015241,24.17015241,22.284448575,22.284448575,11.2549103395,19.96732752,24.17015241,23.50977976,19.96732752,12.1914361695,11.2549103395,23.50977976,11.2572405865,11.2572405865,24.17015241,24.17015241
15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333,15.1189154833333
15.68971049,11.67321719175,11.697548405,17.6438607375,13.941248475,17.9740470625,11.48580988975,11.57193968475,12.90453542,17.9740470625,17.9740470625,11.51759115075,17.6438607375,11.67321719175,11.799755693,16.7430056975,14.79971387,11.51642602725,11.56203492475,16.4193942425,17.9740470625,11.48580988975,18.3690107175,17.9740470625,16.7430056975
21.413884015,5.888897958,5.666533424,27.6343921,22.634301735,28.28334439,6.445182389,32.19572708,5.577645876,16.118580305,31.53535443,28.28334439,30.08505447,28.859723285,6.2530022755,30.310023245,26.176753975,28.94371704,5.980115753,29.08642144,31.53535443,5.516413601,9.0083612535,11.682616225,28.859723285
6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544,6.962766544
