TraitVal 1,TraitVal 2,TraitVal 3,TraitVal 4,TraitVal 5,TraitVal 6,TraitVal 7,TraitVal 8,TraitVal 9,TraitVal 10,TraitVal 11,TraitVal 12,TraitVal 13,TraitVal 14,TraitVal 15,TraitVal 16,TraitVal 17,TraitVal 18,TraitVal 19,TraitVal 20,TraitVal 21,TraitVal 22,TraitVal 23,TraitVal 24,TraitVal 25
139.58807959875,217.720762675,112.6221119025,101.255092605,89.4614065175,101.43991910625,218.0987245375,130.1353672,77.80234749125,76.44540123125,118.9240625,220.35710465,217.744542025,104.87554832125,100.81411241375,220.7350665125,114.91424531125,215.1812677875,214.866947175,86.21559673625,76.924023145,101.86594530875,175.62516895,109.8716116675,215.903189225
235.9467778425,80.61533136,229.7720346925,230.1594230425,68.75847625,235.7530836675,121.5087831675,230.3929791175,157.2019366925,235.5195275925,63.14564255,65.33261386,235.7132217675,64.2031503475,63.77282773,64.40001291,229.9657288675,66.5952734575,229.8783082675,128.0776085675,65.1357512975,145.8280962175,201.6376615175,64.2031503475,63.4757011975
86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045,86.613829045
75.77799663,74.84954029875,180.7063825125,74.9119937225,74.74696439875,142.6384913125,99.3205900825,74.53180309,138.0246965125,185.7515982375,99.7067244625,85.32877594125,185.4743318625,185.6348202,188.1543841375,85.84534432,73.954749895,187.8970487125,113.3801684875,75.26156417,185.4942628125,99.81639936875,88.046906305,187.9938958,75.1148335925
210.792445633333,211.425524233333,64.1482540733333,211.425524233333,203.748952033333,91.1661010866667,142.8614796,218.4557695,103.405778643333,63.47854963,122.806835466667,205.5176142,63.0384714333333,62.90478614,64.7220175633333,153.223933933333,225.174606666667,66.2279689133333,132.145577266667,225.174606666667,64.1482540733333,108.858424066667,146.092679266667,62.6423027233333,142.4237807
217.5263817,106.529457235,180.64543085,108.394659135,194.48956485,217.5263817,105.475614815,217.05926955,105.275086875,106.13573211,120.151485615,106.13573211,106.529457235,135.9250527,105.275086875,227.60463745,217.5263817,216.10965165,216.10965165,105.275086875,217.05926955,227.60463745,216.10965165,135.58173995,209.2267462
137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667,137.866843166667
108.98654038,108.98654038,122.90551555,108.5562177625,119.800317075,110.1160038925,169.72099305,110.1160038925,108.6564817325,109.1834029425,108.6564817325,110.1160038925,108.5562177625,119.379651625,115.65852849,108.5562177625,163.97350015,108.6564817325,108.5562177625,163.97350015,164.4483091,146.710831425,108.6564817325,122.097187575,109.1834029425
207.6792588,96.844694025,173.15392135,97.045221965,97.70533926,208.6288767,97.045221965,98.099064385,207.6792588,104.135857995,97.70533926,207.6792588,165.21124005,172.215038,131.46148385,155.7571984,99.964266285,96.844694025,99.964266285,99.964266285,97.70533926,219.1742446,219.1742446,96.844694025,209.09598885
98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498,98.6830498
114.107863005,75.80923903,85.532080055,60.2503667475,62.6256661525,102.163066555,82.723280705,70.070646155,65.792891345,62.092378405,66.212378405,109.53360783,72.23155043,79.98197453,79.194839355,81.792106955,81.500013155,76.47459933,114.107863005,74.01556353,59.120903235,66.1287799875,79.194839355,65.6305414775,59.120903235
